ano,id_microrregiao,sigla_uf,primeiro_ano_tratamento,tratado,pos_tratamento,area_plantada,area_colhida,taxa_aproveitamento,producao,produtividade,valor_producao,populacao_total,pib_total,pib_per_capita,pib_agropecuario
2020,23020,CE,2007,1,1,29,29,1.0,1200.0,35620.0,302.0,152513,1459495000,9569.64,239431000
2021,23020,CE,2007,1,1,32,32,1.0,1434.0,35100.0,388.0,152880,1546309000,10114.53,273905000
2022,23020,CE,2007,1,1,37,37,1.0,1324.0,34200.0,451.0,131822,,,
2023,23020,CE,2007,1,1,42,42,1.0,1472.0,29900.0,387.0,,,,
2003,23021,CE,0,0,0,426,426,1.0,14979.0,37474.75,690.0,208786,405920000,1944.19,104822000
2004,23021,CE,0,0,0,461,461,1.0,16827.0,38250.0,1235.0,209379,430138000,2054.35,100153000
2005,23021,CE,0,0,0,271,271,1.0,9147.0,37595.75,603.0,209707,511357000,2438.44,99581000
2006,23021,CE,0,0,0,310,310,1.0,11520.0,34857.142857142855,692.0,210032,565191000,2690.98,123918000
2007,23021,CE,0,0,0,283,283,1.0,10509.0,34866.666666666664,649.0,214414,593107000,2766.18,118208000
2008,23021,CE,0,0,0,272,272,1.0,11443.0,39666.666666666664,818.0,221452,781004000,3526.74,199242000
2009,23021,CE,0,0,0,215,215,1.0,8867.0,38166.666666666664,533.0,223066,767345000,3439.99,121192000
2010,23021,CE,0,0,0,155,155,1.0,6770.0,41750.0,408.0,217522,901810000,4145.83,121070000
2011,23021,CE,0,0,0,137,137,1.0,5769.0,40500.0,545.0,218249,1097475000,5028.55,215665000
2012,23021,CE,0,0,0,136,136,1.0,5488.0,39000.0,522.0,218958,1044807000,4771.72,104269000
2013,23021,CE,0,0,0,103,103,1.0,4130.0,40333.333333333336,413.0,222214,1216920000,5476.34,133870000
2014,23021,CE,0,0,0,235,235,1.0,7568.0,31128.5,854.0,222725,1422685000,6387.63,152909000
2015,23021,CE,0,0,0,239,239,1.0,4556.0,22600.0,567.0,223216,1502052000,6729.14,138804000
2016,23021,CE,0,0,0,212,212,1.0,4874.0,25633.333333333332,723.0,223688,1696993000,7586.43,193491000
2017,23021,CE,0,0,0,210,210,1.0,4145.0,18000.0,652.0,224141,1811308000,8081.11,209350000
2018,23021,CE,0,0,0,222,222,1.0,5450.0,26808.333333333332,936.0,225759,1845565000,8174.93,217996000
2019,23021,CE,0,0,0,262,262,1.0,8575.0,35786.42857142857,1781.0,224884,2021734000,8990.12,245176000
2020,23021,CE,0,0,0,308,308,1.0,10299.0,35043.857142857145,2647.0,225351,2270509000,10075.43,391547000
2021,23021,CE,0,0,0,340,340,1.0,10221.0,31869.428571428572,2914.0,225807,2515102000,11138.28,501814000
2022,23021,CE,0,0,0,307,307,1.0,10574.0,34594.28571428572,2843.0,201839,,,
2023,23021,CE,0,0,0,234,234,1.0,8800.0,34948.0,3312.0,,,,
2003,23022,CE,0,0,0,30,30,1.0,953.0,32600.0,19.0,100762,407417000,4043.36,58572000
2004,23022,CE,0,0,0,65,65,1.0,2090.0,33500.0,57.0,104008,460392000,4426.51,61383000
2005,23022,CE,0,0,0,65,65,1.0,2040.0,33500.0,55.0,105805,478311000,4520.68,73992000
2006,23022,CE,0,0,0,95,95,1.0,3070.0,33500.0,83.0,107587,527822000,4906.0,88579000
2007,23022,CE,0,0,0,90,90,1.0,2955.0,33650.0,80.0,105769,547492000,5176.3,95847000
2008,23022,CE,0,0,0,150,150,1.0,6180.0,55750.0,217.0,110633,642666000,5808.99,113098000
2009,23022,CE,0,0,0,155,155,1.0,6604.0,55850.0,231.0,112051,690952000,6166.41,112401000
2010,23022,CE,0,0,0,155,155,1.0,5152.0,34742.5,218.0,109684,835331000,7615.8,121949000
2011,23022,CE,0,0,0,120,120,1.0,4088.0,35050.0,184.0,110744,1004184000,9067.62,151873000
2012,23022,CE,0,0,0,120,120,1.0,4136.0,35400.0,186.0,111770,1203038000,10763.51,181947000
2013,23022,CE,0,0,0,125,125,1.0,4532.0,36744.5,204.0,114048,1371790000,12028.18,216498000
2014,23022,CE,0,0,0,320,320,1.0,21525.0,49500.0,1075.0,114917,1514341000,13177.69,227341000
2015,23022,CE,0,0,0,285,285,1.0,19800.0,44511.0,1020.0,115752,1590293000,13738.8,216321000
2016,23022,CE,0,0,0,270,270,1.0,18643.0,45861.0,1058.0,116555,1661339000,14253.69,198153000
2017,23022,CE,0,0,0,266,266,1.0,8767.0,34558.333333333336,501.0,117324,1781137000,15181.35,224965000
2018,23022,CE,0,0,0,292,12,0.0410958904109589,448.0,37333.5,29.0,118032,1705650000,14450.74,189368000
2019,23022,CE,0,0,0,12,12,1.0,458.0,38166.5,28.0,118788,2039282000,17167.41,212572000
2020,23022,CE,0,0,0,12,12,1.0,444.0,37000.0,29.0,119532,2157005000,18045.42,251156000
2021,23022,CE,0,0,0,12,12,1.0,424.0,35333.0,28.0,120255,2513027000,20897.48,219683000
2022,23022,CE,0,0,0,12,12,1.0,437.0,36416.5,30.0,128716,,,
2023,23022,CE,0,0,0,8,8,1.0,284.0,35500.0,22.0,,,,
2003,23023,CE,2007,1,0,0,0,0.0,0.0,0.0,0.0,297928,983604000,3301.48,216035000
2004,23023,CE,2007,1,0,0,0,0.0,0.0,0.0,0.0,305408,1119699000,3666.24,241919000
2005,23023,CE,2007,1,0,0,0,0.0,0.0,0.0,0.0,309551,1200171000,3877.13,237359000
2006,23023,CE,2007,1,0,0,0,0.0,0.0,0.0,0.0,313662,1390508000,4433.14,307585000
2007,23023,CE,2007,1,1,0,0,0.0,0.0,0.0,0.0,304184,1566569000,5150.07,308831000
2008,23023,CE,2007,1,1,520,520,1.0,41200.0,70000.0,1442.0,316500,1829817000,5781.41,395063000
2009,23023,CE,2007,1,1,1020,1020,1.0,81220.0,70500.0,2843.0,319281,1905152000,5967.01,355229000
2010,23023,CE,2007,1,1,1220,1220,1.0,73200.0,60000.0,3183.0,313474,2245318000,7162.69,407304000
2011,23023,CE,2007,1,1,1830,1830,1.0,110175.0,60350.0,4958.0,315531,2502558000,7931.26,492538000
2012,23023,CE,2007,1,1,1830,1830,1.0,110818.0,60741.5,4987.0,317524,2768882000,8720.23,539913000
2013,23023,CE,2007,1,1,1895,1895,1.0,115330.0,61400.0,5190.0,323140,3495881000,10818.47,934929000
2014,23023,CE,2007,1,1,1895,1895,1.0,115689.0,61494.5,5727.0,324771,3794719000,11684.29,748538000
2015,23023,CE,2007,1,1,2095,2095,1.0,123700.0,59500.0,6371.0,326336,3822627000,11713.78,663704000
2016,23023,CE,2007,1,1,2095,2095,1.0,141937.0,65247.5,8090.0,327836,3938251000,12012.87,717364000
2017,23023,CE,2007,1,1,1880,1880,1.0,72627.0,47225.0,4139.0,329275,4416016000,13411.33,838332000
2018,23023,CE,2007,1,1,980,0,0.0,0.0,0.0,0.0,331455,4585336000,13833.96,720182000
2019,23023,CE,2007,1,1,0,0,0.0,0.0,0.0,0.0,332877,4871119000,14633.39,733702000
2020,23023,CE,2007,1,1,0,0,0.0,0.0,0.0,0.0,334292,5292729000,15832.65,961261000
2021,23023,CE,2007,1,1,0,0,0.0,0.0,0.0,0.0,335665,6077212000,18104.99,1061353000
2022,23023,CE,2007,1,1,0,0,0.0,0.0,0.0,0.0,315692,,,
2023,23023,CE,2007,1,1,0,0,0.0,0.0,0.0,0.0,,,,
2003,23024,CE,2008,1,0,26,26,1.0,781.0,30038.0,25.0,63063,192663000,3055.09,60545000
2004,23024,CE,2008,1,0,26,26,1.0,780.0,30000.0,27.0,63918,203818000,3188.74,60551000
2005,23024,CE,2008,1,0,26,26,1.0,782.0,30076.0,28.0,64391,208467000,3237.52,59796000
2006,23024,CE,2008,1,0,25,25,1.0,753.0,30120.0,41.0,64862,245622000,3786.84,72899000
2007,23024,CE,2008,1,0,25,25,1.0,725.0,29000.0,40.0,62868,261121000,4153.48,70257000
2008,23024,CE,2008,1,1,25,25,1.0,713.0,28520.0,39.0,65025,328994000,5059.5,89584000
2009,23024,CE,2008,1,1,25,25,1.0,700.0,28000.0,39.0,65303,362930000,5557.63,92091000
2010,23024,CE,2008,1,1,20,20,1.0,560.0,28000.0,33.0,62671,393773000,6283.18,73554000
2011,23024,CE,2008,1,1,18,18,1.0,486.0,27000.0,33.0,62740,469946000,7490.37,100475000
2012,23024,CE,2008,1,1,18,18,1.0,468.0,26000.0,36.0,62808,504630000,8034.49,89468000
2013,23024,CE,2008,1,1,15,15,1.0,225.0,15000.0,20.0,63615,576784000,9066.79,109503000
2014,23024,CE,2008,1,1,11,11,1.0,264.0,24000.0,24.0,63638,689655000,10837.16,125438000
2015,23024,CE,2008,1,1,11,11,1.0,209.0,19000.0,22.0,63660,762613000,11979.47,113694000
2016,23024,CE,2008,1,1,11,11,1.0,242.0,22000.0,36.0,63680,716644000,11253.83,99655000
2017,23024,CE,2008,1,1,8,8,1.0,400.0,50000.0,79.0,63701,791892000,12431.39,97489000
2018,23024,CE,2008,1,1,8,8,1.0,360.0,45000.0,72.0,64190,880186000,13712.2,111492000
2019,23024,CE,2008,1,1,4,4,1.0,160.0,40000.0,26.0,64245,807124000,12563.22,111752000
2020,23024,CE,2008,1,1,4,4,1.0,180.0,45000.0,38.0,64275,901550000,14026.45,163970000
2021,23024,CE,2008,1,1,4,4,1.0,162.0,40500.0,65.0,64305,941821000,14646.16,191387000
2022,23024,CE,2008,1,1,4,4,1.0,182.0,45500.0,82.0,60544,,,
2023,23024,CE,2008,1,1,4,4,1.0,173.0,43250.0,79.0,,,,
2003,23025,CE,0,0,0,12,12,1.0,361.0,30083.0,12.0,40271,82850000,2057.31,19478000
2004,23025,CE,0,0,0,12,12,1.0,360.0,30000.0,13.0,40154,89696000,2233.8,19712000
2005,23025,CE,0,0,0,12,12,1.0,372.0,31000.0,13.0,40087,95889000,2392.02,17467000
2006,23025,CE,0,0,0,10,10,1.0,320.0,32000.0,18.0,40022,113987000,2848.11,24121000
2007,23025,CE,0,0,0,10,10,1.0,310.0,31000.0,18.0,43009,124467000,2893.98,23979000
2008,23025,CE,0,0,0,10,10,1.0,300.0,30000.0,17.0,44761,155586000,3475.93,32218000
2009,23025,CE,0,0,0,10,10,1.0,280.0,28000.0,15.0,45165,167646000,3711.86,30538000
2010,23025,CE,0,0,0,10,10,1.0,270.0,27000.0,16.0,42445,184489000,4346.54,23031000
2011,23025,CE,0,0,0,10,10,1.0,260.0,26000.0,18.0,42598,208290000,4889.67,36366000
2012,23025,CE,0,0,0,10,10,1.0,250.0,25000.0,20.0,42749,213172000,4986.6,26381000
2013,23025,CE,0,0,0,10,10,1.0,192.0,19200.0,17.0,43393,242858000,5596.71,31175000
2014,23025,CE,0,0,0,10,10,1.0,172.0,17200.0,15.0,43503,299266000,6879.2,46988000
2015,23025,CE,0,0,0,3,3,1.0,63.0,21000.0,6.0,43608,362991000,8323.95,40671000
2016,23025,CE,0,0,0,5,5,1.0,70.0,14000.0,8.0,43708,438905000,10041.75,51165000
2017,23025,CE,0,0,0,2,2,1.0,100.0,50000.0,15.0,43807,563667000,12867.05,57356000
2018,23025,CE,0,0,0,5,5,1.0,300.0,60000.0,51.0,44119,565519000,12818.04,62349000
2019,23025,CE,0,0,0,6,6,1.0,396.0,66000.0,78.0,44221,643200000,14545.13,68369000
2020,23025,CE,0,0,0,7,7,1.0,560.0,80000.0,120.0,44319,739609000,16688.31,105750000
2021,23025,CE,0,0,0,29,29,1.0,1898.0,67250.0,444.0,44416,933359000,21014.03,130306000
2022,23025,CE,0,0,0,30,30,1.0,2275.0,75625.0,833.0,41715,,,
2023,23025,CE,0,0,0,30,30,1.0,2029.0,68225.0,864.0,,,,
2003,23026,CE,2007,1,0,100,100,1.0,4356.0,41850.0,190.0,213846,632893000,2959.57,120409000
2004,23026,CE,2007,1,0,139,139,1.0,5762.0,39500.0,443.0,216527,685474000,3165.77,116004000
2005,23026,CE,2007,1,0,82,82,1.0,3384.0,39200.0,216.0,218011,760784000,3489.66,108763000
2006,23026,CE,2007,1,0,92,92,1.0,3784.0,39400.0,230.0,219485,850944000,3877.0,118570000
2007,23026,CE,2007,1,1,71,71,1.0,2969.0,40000.0,178.0,217105,919033000,4233.13,112612000
2008,23026,CE,2007,1,1,68,68,1.0,2867.0,41040.0,173.0,225093,1085155000,4820.92,126668000
2009,23026,CE,2007,1,1,67,67,1.0,2790.0,40800.0,168.0,226462,1156378000,5106.28,123228000
2010,23026,CE,2007,1,1,60,60,1.0,2429.0,39400.0,150.0,222867,1480174000,6641.51,135366000
2011,23026,CE,2007,1,1,56,56,1.0,2127.0,37800.0,189.0,223880,1637775000,7315.41,165298000
2012,23026,CE,2007,1,1,52,52,1.0,1871.0,35611.8,170.0,224865,1807935000,8040.09,152871000
2013,23026,CE,2007,1,1,47,47,1.0,1506.0,32400.0,143.0,228445,1964447000,8599.21,154414000
2014,23026,CE,2007,1,1,40,40,1.0,1390.0,35200.0,142.0,229208,2389131000,10423.42,279640000
2015,23026,CE,2007,1,1,57,57,1.0,1521.0,23083.4,177.0,229940,2372148000,10316.38,166910000
2016,23026,CE,2007,1,1,35,35,1.0,675.0,23860.0,95.0,230641,2457091000,10653.31,240890000
2017,23026,CE,2007,1,1,33,33,1.0,1178.0,53250.0,165.0,231315,2558102000,11058.95,235969000
2018,23026,CE,2007,1,1,29,29,1.0,1177.0,48133.4,182.0,232933,2666401000,11447.07,259066000
2019,23026,CE,2007,1,1,28,28,1.0,1078.0,38933.333333333336,144.0,233678,2854093000,12213.79,266341000
2020,23026,CE,2007,1,1,27,27,1.0,1031.0,37700.0,172.0,234352,3022460000,12897.09,383259000
2021,23026,CE,2007,1,1,30,30,1.0,1190.0,40562.5,257.0,235006,3307348000,14073.46,477299000
2022,23026,CE,2007,1,1,43,43,1.0,1814.0,47084.4,615.0,217645,,,
2023,23026,CE,2007,1,1,41,41,1.0,1798.0,48240.0,595.0,,,,
2003,23027,CE,0,0,0,56,56,1.0,2470.0,42500.0,120.0,93626,180881000,1931.95,46601000
2004,23027,CE,0,0,0,50,50,1.0,2080.0,40750.0,158.0,94946,180909000,1905.39,34044000
2005,23027,CE,0,0,0,35,35,1.0,1440.0,40500.0,106.0,95678,193030000,2017.5,26522000
2006,23027,CE,0,0,0,31,31,1.0,1325.0,42250.0,78.0,96402,235018000,2437.9,42464000
2007,23027,CE,0,0,0,38,38,1.0,1491.0,38000.0,88.0,94774,250666000,2644.88,33521000
2008,23027,CE,0,0,0,39,39,1.0,1643.0,41500.0,95.0,98253,312286000,3178.39,56003000
2009,23027,CE,0,0,0,34,34,1.0,1473.0,41750.0,89.0,98845,342656000,3466.6,46085000
2010,23027,CE,0,0,0,25,25,1.0,1123.0,45000.0,69.0,96702,398498000,4120.89,42258000
2011,23027,CE,0,0,0,21,21,1.0,880.0,41666.666666666664,88.0,97077,465002000,4790.03,71861000
2012,23027,CE,0,0,0,19,19,1.0,809.0,42666.666666666664,81.0,97444,459319000,4713.67,53746000
2013,23027,CE,0,0,0,16,16,1.0,650.0,40666.666666666664,65.0,98938,534075000,5398.08,51736000
2014,23027,CE,0,0,0,14,14,1.0,578.0,41000.0,57.0,99214,669668000,6749.73,97992000
2015,23027,CE,0,0,0,14,14,1.0,430.0,29682.333333333332,47.0,99477,661092000,6645.68,60197000
2016,23027,CE,0,0,0,13,13,1.0,421.0,34333.333333333336,55.0,99730,742488000,7444.98,89286000
2017,23027,CE,0,0,0,23,23,1.0,902.0,36666.666666666664,189.0,99971,803006000,8032.39,112636000
2018,23027,CE,0,0,0,24,24,1.0,984.0,38666.666666666664,146.0,100681,858849000,8530.4,123103000
2019,23027,CE,0,0,0,25,25,1.0,1017.0,39972.333333333336,155.0,100198,920004000,9181.86,104638000
2020,23027,CE,0,0,0,26,26,1.0,1084.0,41333.333333333336,148.0,100445,1034364000,10297.81,177596000
2021,23027,CE,0,0,0,23,23,1.0,912.0,38966.666666666664,137.0,100684,1133093000,11253.95,195151000
2022,23027,CE,0,0,0,24,24,1.0,945.0,38564.666666666664,190.0,92733,,,
2023,23027,CE,0,0,0,23,23,1.0,852.0,37222.333333333336,309.0,,,,
2003,23028,CE,0,0,0,282,282,1.0,11436.0,37023.666666666664,366.0,56073,108002000,1926.1,29366000
2004,23028,CE,0,0,0,262,262,1.0,10006.0,36333.333333333336,346.0,56187,104307000,1856.43,21608000
2005,23028,CE,0,0,0,262,262,1.0,9470.0,34333.333333333336,331.0,56250,117026000,2080.46,22168000
2006,23028,CE,0,0,0,240,240,1.0,8795.0,34333.333333333336,484.0,56313,145580000,2585.19,34167000
2007,23028,CE,0,0,0,240,240,1.0,8485.0,32666.666666666668,483.0,54834,147246000,2685.3,28313000
2008,23028,CE,0,0,0,240,240,1.0,8135.0,32000.0,445.0,56404,174780000,3098.72,34899000
2009,23028,CE,0,0,0,240,240,1.0,7870.0,30666.666666666668,430.0,56405,191332000,3392.11,35487000
2010,23028,CE,0,0,0,235,235,1.0,7440.0,29000.0,465.0,56670,211336000,3729.24,28115000
2011,23028,CE,0,0,0,228,228,1.0,7066.0,28852.0,495.0,56728,254256000,4482.02,47221000
2012,23028,CE,0,0,0,223,223,1.0,6722.0,28200.0,504.0,56787,254022000,4473.24,34709000
2013,23028,CE,0,0,0,210,210,1.0,4770.0,19724.333333333332,405.0,57516,292490000,5085.37,36373000
2014,23028,CE,0,0,0,200,200,1.0,5384.0,21333.333333333332,485.0,57534,347928000,6047.35,46394000
2015,23028,CE,0,0,0,100,100,1.0,2130.0,15666.666666666666,246.0,57551,396966000,6897.64,53207000
2016,23028,CE,0,0,0,100,100,1.0,1780.0,14666.666666666666,319.0,57568,400207000,6951.9,46030000
2017,23028,CE,0,0,0,91,91,1.0,4700.0,45000.0,870.0,57583,446759000,7758.52,65702000
2018,23028,CE,0,0,0,100,100,1.0,6582.0,55500.0,1329.0,58024,486432000,8383.29,77284000
2019,23028,CE,0,0,0,116,116,1.0,5220.0,45000.0,1305.0,57992,508979000,8776.71,65334000
2020,23028,CE,0,0,0,146,146,1.0,8505.0,53625.0,971.0,58016,549189000,9466.16,91779000
2021,23028,CE,0,0,0,160,160,1.0,8955.0,47954.25,1032.0,58041,623737000,10746.49,143259000
2022,23028,CE,0,0,0,167,167,1.0,8007.0,45250.0,2855.0,55468,,,
2023,23028,CE,0,0,0,167,167,1.0,7778.0,41875.0,2882.0,,,,
2003,23029,CE,2008,1,0,20,20,1.0,795.0,39500.0,23.0,91589,177967000,1943.1,49998000
2004,23029,CE,2008,1,0,20,20,1.0,740.0,37000.0,20.0,93234,185793000,1992.76,36459000
2005,23029,CE,2008,1,0,20,20,1.0,750.0,37000.0,23.0,94143,210412000,2235.03,39481000
2006,23029,CE,2008,1,0,27,27,1.0,1022.0,37250.0,40.0,95047,252899000,2660.78,54933000
2007,23029,CE,2008,1,0,25,25,1.0,730.0,28000.0,28.0,93851,264906000,2822.62,43331000
2008,23029,CE,2008,1,1,25,25,1.0,915.0,36000.0,31.0,97548,339903000,3484.47,77807000
2009,23029,CE,2008,1,1,18,18,1.0,615.0,32500.0,22.0,98329,378320000,3847.49,62908000
2010,23029,CE,2008,1,1,13,13,1.0,405.0,29000.0,16.0,95365,395690000,4149.22,48692000
2011,23029,CE,2008,1,1,5,5,1.0,150.0,30000.0,6.0,95819,483339000,5044.29,95512000
2012,23029,CE,2008,1,1,5,5,1.0,98.0,19600.0,6.0,96261,490834000,5098.99,69221000
2013,23029,CE,2008,1,1,5,5,1.0,160.0,32000.0,12.0,97815,593431000,6066.87,106353000
2014,23029,CE,2008,1,1,7,7,1.0,224.0,32000.0,18.0,98157,735544000,7493.55,160156000
2015,23029,CE,2008,1,1,7,7,1.0,210.0,30000.0,17.0,98489,689920000,7005.05,97881000
2016,23029,CE,2008,1,1,3,3,1.0,60.0,20000.0,5.0,98807,683155000,6914.03,68943000
2017,23029,CE,2008,1,1,1,1,1.0,18.0,18000.0,1.0,99110,819731000,8270.92,142962000
2018,23029,CE,2008,1,1,1,1,1.0,26.0,26000.0,2.0,99797,720293000,7217.58,81076000
2019,23029,CE,2008,1,1,1,1,1.0,30.0,30000.0,2.0,100042,846452000,8460.97,101375000
2020,23029,CE,2008,1,1,1,1,1.0,31.0,31000.0,2.0,100343,1029239000,10257.21,218688000
2021,23029,CE,2008,1,1,2,2,1.0,54.0,27000.0,4.0,100636,1007452000,10010.85,165312000
2022,23029,CE,2008,1,1,1,1,1.0,30.0,30000.0,3.0,92898,,,
2023,23029,CE,2008,1,1,1,1,1.0,27.0,27000.0,2.0,,,,
2003,23030,CE,0,0,0,130,130,1.0,5267.0,39270.0,173.0,59660,112185000,1880.41,28071000
2004,23030,CE,0,0,0,115,115,1.0,4620.0,38500.0,163.0,61410,113043000,1840.79,21724000
2005,23030,CE,0,0,0,89,89,1.0,3635.0,40250.0,122.0,62379,117955000,1890.94,17068000
2006,23030,CE,0,0,0,100,100,1.0,4044.0,40035.5,164.0,63340,143788000,2270.1,27921000
2007,23030,CE,0,0,0,77,77,1.0,2562.0,32803.5,102.0,56917,147119000,2584.8,22145000
2008,23030,CE,0,0,0,70,70,1.0,2760.0,38750.0,93.0,58700,187183000,3188.81,42606000
2009,23030,CE,0,0,0,29,29,1.0,1047.0,35250.0,36.0,58818,203257000,3455.69,39381000
2010,23030,CE,0,0,0,27,27,1.0,1043.0,36500.0,44.0,56885,217839000,3829.46,24324000
2011,23030,CE,0,0,0,5,5,1.0,215.0,42916.5,13.0,56898,250698000,4406.1,45647000
2012,23030,CE,0,0,0,5,5,1.0,219.0,43500.0,13.0,56914,261716000,4598.45,37211000
2013,23030,CE,0,0,0,6,6,1.0,264.0,44000.0,18.0,57601,296514000,5147.72,39631000
2014,23030,CE,0,0,0,16,16,1.0,667.0,43000.0,52.0,57579,431940000,7501.69,123752000
2015,23030,CE,0,0,0,36,36,1.0,1079.0,33916.5,82.0,57557,367757000,6389.44,47772000
2016,23030,CE,0,0,0,43,43,1.0,1659.0,37500.0,148.0,57537,385159000,6694.11,48446000
2017,23030,CE,0,0,0,51,51,1.0,2127.0,40593.0,189.0,57516,486225000,8453.73,109990000
2018,23030,CE,0,0,0,62,62,1.0,2420.0,38000.0,234.0,57967,459646000,7929.44,89977000
2019,23030,CE,0,0,0,30,30,1.0,1224.0,40748.333333333336,108.0,58845,501916000,8529.46,86232000
2020,23030,CE,0,0,0,29,29,1.0,1350.0,46000.0,111.0,58840,570687000,9698.96,129594000
2021,23030,CE,0,0,0,18,18,1.0,848.0,47250.0,68.0,58834,581366000,9881.46,112315000
2022,23030,CE,0,0,0,16,16,1.0,752.0,46666.5,179.0,56087,,,
2023,23030,CE,0,0,0,16,16,1.0,745.0,46041.5,235.0,,,,
2003,23031,CE,0,0,0,330,330,1.0,15532.0,46763.333333333336,543.0,87459,197199000,2254.76,68457000
2004,23031,CE,0,0,0,300,300,1.0,13600.0,45333.333333333336,544.0,88757,185446000,2089.37,47612000
2005,23031,CE,0,0,0,215,215,1.0,9030.0,42000.0,321.0,89476,196985000,2201.54,42013000
2006,23031,CE,0,0,0,200,200,1.0,8000.0,40000.0,319.0,90188,269288000,2985.85,85764000
2007,23031,CE,0,0,0,143,143,1.0,4700.0,32734.333333333332,195.0,86832,275635000,3174.35,75552000
2008,23031,CE,0,0,0,125,125,1.0,5000.0,40000.0,174.0,90442,353777000,3911.65,109439000
2009,23031,CE,0,0,0,110,110,1.0,4360.0,39333.333333333336,147.0,90880,378212000,4161.66,112023000
2010,23031,CE,0,0,0,110,110,1.0,4770.0,43333.333333333336,208.0,90320,379291000,4199.41,65321000
2011,23031,CE,0,0,0,106,106,1.0,4646.0,43902.666666666664,278.0,90690,515336000,5682.39,124079000
2012,23031,CE,0,0,0,67,67,1.0,2880.0,43333.333333333336,174.0,91048,474192000,5208.15,78996000
2013,23031,CE,0,0,0,55,55,1.0,2392.0,43600.0,159.0,92460,510640000,5522.82,68273000
2014,23031,CE,0,0,0,45,45,1.0,1935.0,42000.0,145.0,92732,624239000,6731.65,90928000
2015,23031,CE,0,0,0,37,37,1.0,1252.0,33000.0,165.0,92994,634994000,6828.33,59854000
2016,23031,CE,0,0,0,35,35,1.0,1175.0,31666.666666666668,122.0,93244,668679000,7171.28,75868000
2017,23031,CE,0,0,0,26,26,1.0,1133.0,45936.666666666664,107.0,93484,745516000,7974.8,115454000
2018,23031,CE,0,0,0,31,31,1.0,1387.0,46749.666666666664,138.0,94146,779315000,8277.73,155942000
2019,23031,CE,0,0,0,44,44,1.0,1932.0,46133.333333333336,270.0,95296,824980000,8657.03,128226000
2020,23031,CE,0,0,0,55,55,1.0,2646.0,49611.0,264.0,95536,913272000,9559.45,176725000
2021,23031,CE,0,0,0,62,62,1.0,2977.0,49177.666666666664,285.0,95771,976315000,10194.27,204188000
2022,23031,CE,0,0,0,66,66,1.0,3190.0,48965.666666666664,557.0,87851,,,
2023,23031,CE,0,0,0,77,77,1.0,3631.0,47032.333333333336,827.0,,,,
2003,23032,CE,2007,1,0,5580,5580,1.0,272595.0,44517.75,9284.0,488926,1505611000,3079.43,95031000
2004,23032,CE,2007,1,0,5300,5300,1.0,263583.0,45378.625,10096.0,503256,1655768000,3290.11,84463000
2005,23032,CE,2007,1,0,5066,5066,1.0,221352.0,42375.0,7762.0,511187,1829910000,3579.73,88806000
2006,23032,CE,2007,1,0,4593,4593,1.0,188043.0,40812.5,7942.0,519055,2221161000,4279.24,144813000
2007,23032,CE,2007,1,1,3745,3745,1.0,140185.0,35636.75,5763.0,508563,2422503000,4763.43,125028000
2008,23032,CE,2007,1,1,3825,3825,1.0,173898.0,40625.0,6014.0,523136,2850545000,5448.96,176040000
2009,23032,CE,2007,1,1,4103,4103,1.0,184608.0,40125.0,6440.0,528398,3287440000,6221.52,181290000
2010,23032,CE,2007,1,1,4245,4245,1.0,195851.0,40812.5,8160.0,534139,4077739000,7634.23,157443000
2011,23032,CE,2007,1,1,2618,2618,1.0,110033.0,40547.57142857143,6866.0,539262,4571121000,8476.62,210524000
2012,23032,CE,2007,1,1,2089,2089,1.0,75139.0,40700.0,4664.0,544222,5070332000,9316.66,160394000
2013,23032,CE,2007,1,1,1941,1941,1.0,79311.0,42133.333333333336,5850.0,555282,5616042000,10113.86,205250000
2014,23032,CE,2007,1,1,1343,1343,1.0,55466.0,39829.166666666664,4227.0,559490,6780856000,12119.71,293999000
2015,23032,CE,2007,1,1,890,890,1.0,34056.0,30296.333333333332,2655.0,563528,7065314000,12537.64,424986000
2016,23032,CE,2007,1,1,326,326,1.0,12727.0,33333.333333333336,1066.0,567407,7408807000,13057.31,349482000
2017,23032,CE,2007,1,1,211,211,1.0,13320.0,48029.333333333336,1390.0,571126,8113725000,14206.54,571581000
2018,23032,CE,2007,1,1,237,237,1.0,14878.0,48735.0,1625.0,574588,8179243000,14234.97,465678000
2019,23032,CE,2007,1,1,334,334,1.0,28132.0,58198.333333333336,3500.0,577939,8825280000,15270.26,463528000
2020,23032,CE,2007,1,1,339,339,1.0,32433.0,66607.83333333333,3591.0,581538,8944751000,15381.2,542555000
2021,23032,CE,2007,1,1,325,325,1.0,30125.0,64741.333333333336,3013.0,585036,9650709000,16495.92,603480000
2022,23032,CE,2007,1,1,313,313,1.0,27596.0,61881.0,3474.0,586525,,,
2023,23032,CE,2007,1,1,315,315,1.0,26353.0,59137.333333333336,5632.0,,,,
2003,23033,CE,0,0,0,290,290,1.0,14203.0,48229.6,496.0,93073,231025000,2482.19,63313000
2004,23033,CE,0,0,0,230,230,1.0,11490.0,50200.0,452.0,94974,203459000,2142.26,31830000
2005,23033,CE,0,0,0,190,190,1.0,8090.0,42200.0,287.0,96028,238193000,2480.45,34100000
2006,23033,CE,0,0,0,170,170,1.0,6795.0,39800.0,271.0,97071,295169000,3040.75,60644000
